sao,ra_rad,dec_rad,apparent_vm,spec
76978 ,1.346468722,0.4934655691,7,A
207205,4.188443902,-0.5826811766,7,A
175528,2.171498731,-0.5182431358,7,A
258497,2.16545291,-1.510711573,7,A
83374 ,3.789786776,0.493767705,7,A
257437,4.414607957,-1.286698031,7,A
202599,3.033534011,-0.6215525195,7,A
182498,3.769595861,-0.5179434725,7,A
68013 ,5.034734422,0.6357280837,7,A
124419,5.036007785,0.1355146838,7,A
30776 ,4.754618894,0.879684922,7,A
197035,1.739483563,-0.6631550602,7,A
248841,0.9365555303,-1.091825281,7,A
142147,4.764853723,-0.152376843,7,A
194202,0.8575844722,-0.6229219727,7,A
237851,2.687575647,-0.9689986558,7,A
155466,2.557403682,-0.3443153066,7,A
101237,3.882493575,0.1831393377,7,A
226408,4.181811578,-0.7693538849,7,A
128991,0.2249108359,-0.05486554011,7,A
224970,3.796831652,-0.765562254,7,A
210019,4.803710352,-0.581768127,7,A
164310,5.584240574,-0.2446442557,7,A
183632,4.090713827,-0.3859939146,7,A
91514 ,6.236515058,0.3988874859,7,A
256107,1.198074429,-1.269439391,7,A
220819,2.377278068,-0.8170998391,7,A
104909,5.106701328,0.29166265,7,A
4601  ,0.5931829439,1.381941375,7,A
224767,3.721565273,-0.7126754325,7,A
165079,5.876064715,-0.1959681379,7,A
70273 ,5.398007107,0.6385129504,7,A
93454 ,0.9150314028,0.2925548527,7,A
162139,4.988219215,-0.1952924531,7,A
135074,2.032059795,-0.09910847309,7,A
76395 ,1.053450193,0.4974627125,7,A
60232 ,1.997543437,0.6785626329,7,A
155973,2.72969015,-0.3420798792,7,A
146765,6.165036989,-0.05265396554,7,A
102532,4.455152683,0.2896066037,7,A
13568 ,1.49055416,1.058065377,7,A
162870,5.149100248,-0.2451218941,7,A
208685,4.534699627,-0.5473629848,7,A
235051,1.900153556,-1.021762092,7,A
80931 ,2.517422261,0.4019689617,7,A
40959 ,1.630659957,0.7277570165,7,A
79531 ,1.987050808,0.4996433559,7,A
70395 ,5.419420842,0.5465009376,7,A
36696 ,0.2165081664,0.8336385791,7,A
21528 ,0.1492727022,0.9436376158,7,A
62789 ,3.142325183,0.6410581253,7,A
75918 ,0.8936806446,0.5000811427,7,A
244675,4.550037363,-1.02054041,7,A
142146,4.764416155,-0.09815683232,7,A
69649 ,5.296748121,0.6834475186,7,A
52217 ,5.927835762,0.7796168087,7,A
81968 ,3.074982017,0.5003923446,7,A
10253 ,5.790918101,1.263140692,7,A
114003,1.709005605,0.1006848933,7,A
223436,3.255093742,-0.8654827901,7,A
57564 ,1.311422292,0.6392669811,7,A
50784 ,5.599652704,0.7769876157,7,A
53772 ,0.07294712692,0.6393088205,7,A
24324 ,1.041245978,0.942282901,7,A
141410,4.41625053,-0.04883460336,7,A
98202 ,2.329001679,0.241389556,7,A
238484,2.827107593,-0.9118744173,7,A
227642,4.483695798,-0.8147158648,7,A
168390,0.8437115045,-0.4812444343,7,A
157470,3.331610213,-0.2418939077,7,A
98690 ,2.525328167,0.1881048479,7,A
46884 ,4.63048846,0.7270202936,7,A
84521 ,4.361598308,0.4014605376,7,A
10032 ,5.593633936,1.257666903,7,A
230199,5.349754789,-0.8143703381,7,A
37971 ,0.6178268475,0.7784174766,7,A
142605,4.915769362,-0.1417141418,7,A
45444 ,3.987997928,0.837219219,7,A
23831 ,0.8222644623,0.8930327638,7,A
6924  ,2.528450779,1.269685676,7,A
114297,1.754403001,0.05669731164,7,A
151829,1.758586918,-0.2390818914,7,A
82001 ,3.091907348,0.5026495401,7,A
99585 ,2.982920263,0.2991816739,7,A
123069,4.727012367,0.1469405302,7,A
80164 ,2.202690164,0.3517376101,7,A
245738,4.930362642,-0.9097018217,7,A
65057 ,4.207228154,0.5965285219,7,A
56144 ,0.8097955392,0.6422538697,7,A
144219,5.30314199,-0.09663117215,7,A
22031 ,0.298351891,0.9465252146,7,A
238692,2.883407261,-0.9088772021,7,A
12805 ,0.9313441226,1.144088002,7,A
78771 ,1.785219043,0.4049441178,7,A
253687,4.389274576,-1.076229794,7,A
197975,1.940753259,-0.6508461741,7,A
78963 ,1.835528959,0.4091049343,7,A
79893 ,2.108834211,0.458457561,7,A
210676,4.945422579,-0.6505534436,7,A
13910 ,1.739257761,1.072992596,7,A
242947,4.131413378,-1.014473209,7,A
199047,2.17063312,-0.573679641,7,A
106196,5.372199214,0.1965360002,7,A
148904,0.8716817875,-0.3288913472,7,A
128718,0.09702307128,-0.09060886508,7,A
201538,2.772703644,-0.6520797825,7,A
137505,2.708475819,-0.09393299008,7,A
64970 ,4.166746478,0.5997368734,7,A
186256,4.737130986,-0.5109898868,7,A
32303 ,5.269837181,1.008800356,7,A
116064,2.062553825,0.05906106922,7,A
129649,0.5361367846,-0.04150165099,7,A
121277,4.176785539,0.05943306676,7,A
252105,3.39220499,-1.186144425,7,A
64841 ,4.103722275,0.6460685292,7,A
26219 ,1.890009484,0.9510941957,7,A
112304,1.311367751,0.063100052,7,A
165868,6.222199213,-0.326009954,7,A
253029,3.96890919,-1.199418381,7,A
244717,4.558796879,-0.9522877585,7,A
105555,5.240943618,0.253476155,7,A
85035 ,4.545831046,0.4134023227,7,A
161850,4.925368891,-0.3251888736,7,A
118952,3.042533728,0.1094358287,7,A
104072,4.911920547,0.2006558984,7,A
17930 ,4.860470714,1.158137466,7,A
253207,4.072940412,-1.069420004,7,A
74591 ,0.3293025419,0.3563090638,7,A
176089,2.242861899,-0.4380590739,7,A
16561 ,3.921108185,1.076290008,7,A
247451,5.878938764,-1.012306868,7,A
204777,3.594602169,-0.7012383384,7,A
194283,0.8954182653,-0.6484478008,7,A
102835,4.572193808,0.1987848569,7,A
75940 ,0.9076741855,0.3571680082,7,A
19982 ,5.834642162,1.154167957,7,A
80076 ,2.173411103,0.461197534,7,A
222091,2.745029413,-0.854156088,7,A
86563 ,4.950398221,0.3598032129,7,A
253685,4.38928803,-1.182467113,7,A
107682,5.795154524,0.3064482553,7,A
253319,4.156470561,-1.180535809,7,A
205948,3.873662645,-0.6968457325,7,A
118493,2.824463783,0.1107636849,7,A
93006 ,0.6738338814,0.2025341635,7,A
104135,4.92700041,0.2558342403,7,A
131907,1.372431003,-0.1431460875,0.3,B
232481,0.4263639377,-0.9989689165,0.6,B
252582,3.681878377,-1.05370729,0.9,B
157923,3.513318768,-0.1948012399,1.2,B
98967 ,2.654523401,0.2088675271,1.3,B
240259,3.349817197,-1.041764438,1.5,B
172676,1.826600581,-0.505657809,1.6,B
251904,3.257653267,-1.10128579,1.6,B
208954,4.59723732,-0.6475831356,1.7,B
112740,1.418651249,0.110821911,1.7,B
132346,1.467008287,-0.02097813039,1.8,B
77168 ,1.42371714,0.499293272,1.8,B
44752 ,3.610827332,0.8606803227,1.9,B
132444,1.486840463,-0.03390559023,2,B
151428,1.669841289,-0.313391272,2,B
246574,5.347899358,-0.9902141025,2.1,B
187448,4.953529342,-0.4589644337,2.1,B
132542,1.517374271,-0.1687678118,2.2,B
230992,5.795512098,-0.8196250397,2.2,B
173651,1.937729985,-0.5114362548,2.4,B
209163,4.635977302,-0.6812033645,2.5,B
184014,4.190246173,-0.3948226141,2.5,B
132220,1.44865215,0.0052205222,2.5,B
241047,3.57743642,-0.9331631678,2.6,B
236891,2.4526856,-0.9601178388,2.6,B
140430,4.001198581,-0.1637629347,2.7,B
160006,4.350927511,-0.1844306389,2.7,B
196059,1.481999283,-0.5947069315,2.8,B
157176,3.210560139,-0.3061646393,2.8,B
11482 ,0.2474378006,1.059706229,2.8,B
208896,4.584823084,-0.6509353313,2.8,B
225335,3.920584731,-0.7528306104,2.8,B
91781 ,0.05775265406,0.2650030366,2.9,B
239689,3.178065235,-0.8852736117,2.9,B
184481,4.345357365,-0.4924628774,2.9,B
38592 ,0.8210414955,0.7148114246,2.9,B
225128,3.848145423,-0.8270795348,2.9,B
159682,4.212514902,-0.3456691003,2.9,B
251974,3.303832352,-1.206641378,2.9,B
56799 ,1.021593935,0.5564737004,2.9,B
56840 ,1.037832405,0.6983094335,3,B
76199 ,0.9925886715,0.4207132161,3,B
251083,2.805422896,-1.123894397,3,B
77336 ,1.473252857,0.3690063825,3,B
183987,4.183781401,-0.455776299,3,B
228069,4.589529291,-0.870504878,3,B
225938,4.080322064,-0.7184964449,3,B
196698,1.659429746,-0.5247046356,3.1,B
224538,3.645729772,-0.8253369205,3.1,B
208102,4.415117812,-0.6640542441,3.1,B
172839,1.845792949,-0.4159707686,3.1,B
239791,3.207673364,-1.025360622,3.1,B
184336,4.281242841,-0.4466788187,3.1,B
39053 ,0.9726930815,0.8340502344,3.1,B
115456,1.951062701,0.1446756746,3.1,B
17365 ,4.488930404,1.146937106,3.2,B
213374,5.733097088,-0.652139754,3.2,B
218071,1.735559699,-0.7539110177,3.2,B
187239,4.911602534,-0.4710777945,3.3,B
224471,3.619886682,-0.7413078013,3.3,B
251472,3.035914204,-1.099902422,3.3,B
10057 ,5.622842021,1.231517265,3.3,B
40026 ,1.337422535,0.7196775965,3.3,B
252019,3.343534302,-1.188712095,3.3,B
225344,3.923332752,-0.7348577916,3.4,B
12031 ,0.4991430767,1.111252444,3.4,B
225691,4.020244486,-0.709435859,3.4,B
132071,1.415799308,-0.04183641483,3.4,B
185320,4.546625244,-0.4363236833,3.4,B
143021,5.001454629,-0.08521574921,3.5,B
244726,4.561390729,-0.9839749868,3.5,B
224469,3.619399298,-0.7275881074,3.5,B
194902,1.125277037,-0.5898932649,3.6,B
207208,4.189319621,-0.670151164,3.6,B
235635,2.080337202,-0.9247139804,3.6,B
208116,4.417146975,-0.6635311786,3.6,B
236693,2.404042401,-1.029168979,3.6,B
108103,5.940499508,0.1890423806,3.6,B
250885,2.677933066,-1.222391956,3.6,B
251006,2.757722247,-1.0766127,3.6,B
75596 ,0.7416939554,0.475786111,3.7,B
131952,1.385819788,-0.1194572668,3.7,B
225712,4.025955567,-0.7799775586,3.7,B
236164,2.270211135,-0.9236623226,3.7,B
21566 ,0.1613191102,0.9406784586,3.7,B
199546,2.284601739,-0.5792114621,3.7,B
237522,2.60430417,-0.9523863211,3.7,B
197258,1.788268933,-0.5673806508,3.8,B
232696,0.5956380404,-0.8990587555,3.8,B
253945,4.586285742,-1.059131725,3.8,B
173282,1.89722213,-0.4672723464,3.8,B
76228 ,0.9999089459,0.4198115111,3.8,B
76131 ,0.9812040342,0.4208577875,3.8,B
46872 ,4.622787704,0.8029621389,3.8,B
111195,0.903946744,0.169867854,3.8,B
183649,4.095661327,-0.5197216236,3.8,B
112142,1.270626239,0.09782672268,3.8,B
132406,1.478058257,-0.04537928777,3.8,B
229023,4.830084677,-0.8022981865,3.8,B
56673 ,0.978776063,0.5635367085,3.9,B
118355,2.76115931,0.1624306182,3.9,B
46028 ,4.274925403,0.808320833,3.9,B
106357,5.408942249,0.2777172269,3.9,B
7593  ,3.287689366,1.218034451,3.9,B
112197,1.28391394,0.04259684509,3.9,B
245242,4.741320431,-0.8742647051,3.9,B
186497,4.772444451,-0.3675457359,4,B
250374,2.334581351,-1.058448525,4,B
76155 ,0.9853543544,0.4252972264,4,B
224577,3.657647462,-0.7347971414,4,B
93719 ,1.050166211,0.2179980716,4,B
225426,3.949329868,-0.8211967571,4,B
256955,3.283255066,-1.258957671,4,B
123013,4.715204269,0.05116461791,4,B
39336 ,1.084990038,0.8327407527,4,B
110665,0.6958733175,0.005733697481,4,B
183957,4.175200344,-0.5098789363,4,B
106230,5.380906734,0.1972796559,4,B
225525,3.979064315,-0.8506353711,4.1,B
152303,1.848994537,-0.2728508126,4.1,B
184123,4.218493236,-0.360744915,4.1,B
207040,4.149339655,-0.5869045825,4.1,B
131346,1.205669593,-0.05851138747,4.1,B
205839,3.848278868,-0.6596225623,4.1,B
146181,5.913857929,0.002050519464,4.1,B
232306,0.2983849796,-0.9642210109,4.1,B
225071,3.830502471,-0.8626396487,4.1,B
219226,2.086713836,-0.859486469,4.1,B
229659,5.078411577,-0.7088825411,4.1,B
78423 ,1.697171545,0.3527671604,4.1,B
224833,3.749856188,-0.8038616622,4.1,B
191318,5.936980924,-0.4719992313,4.2,B
11256 ,0.143987118,1.098366726,4.2,B
224585,3.659429879,-0.7819695126,4.2,B
223454,3.263941616,-0.8766926035,4.2,B
131468,1.245739298,-0.05680392217,4.2,B
237117,2.506486392,-1.033749547,4.2,B
239737,3.19243504,-0.9140038159,4.2,B
250471,2.405401576,-1.087639351,4.2,B
22554 ,0.4523053481,0.8846848055,4.2,B
64769 ,4.070673884,0.5473186728,4.2,B
76172 ,0.9875355797,0.4179775579,4.3,B
111696,1.114979449,0.1552002524,4.3,B
207732,4.325720957,-0.6057042026,4.3,B
150340,1.394409426,-0.2299780116,4.3,B
85769 ,4.750606455,0.3632810723,4.3,B
207332,4.21755374,-0.6423219376,4.3,B
240366,3.379802389,-0.9979405782,4.3,B
251841,3.222031824,-1.117064923,4.3,B
143597,5.13441672,-0.02245361235,4.3,B
51293 ,5.701962668,0.8606150183,4.3,B
219111,2.065176836,-0.8395562634,4.3,B
53216 ,6.187789683,0.7551706122,4.3,B
229646,5.072964986,-0.7759559806,4.3,B
102458,4.424444633,0.1774177605,4.3,B
131824,1.348905492,-0.1527878196,4.3,B
36972 ,0.3032636112,0.8245250515,4.3,B
159764,4.241130302,-0.3396511566,4.3,B
153890,2.133781875,-0.3358888085,4.3,B
76721 ,1.231526064,0.4006733456,4.3,B
219035,2.04743971,-0.8093661882,4.3,B
112849,1.443320751,0.1038143171,4.3,B
38980 ,0.9446150972,0.8411207571,4.3,B
248621,0.6963442655,-1.191479557,4.3,B
45911 ,4.227055385,0.7842621965,4.3,B
117050,2.282998436,0.059316663,4.3,B
168634,0.932824889,-0.3775649439,4.3,B
238986,2.971458031,-0.9510473627,4.3,B
95259 ,1.603835337,0.2577581749,4.4,B
71173 ,5.575968586,0.6090645432,4.4,B
225483,3.965576483,-0.790281934,4.4,B
76140 ,0.9826549846,0.427033829,4.4,B
225638,4.007856503,-0.8355785126,4.4,B
256924,3.221633526,-1.384258882,4.4,B
215906,0.641347559,-0.8325905089,4.4,B
241641,3.753874226,-0.98413323,4.4,B
236181,2.271621507,-1.04302985,4.4,B
202901,3.110653784,-0.5918052247,4.4,B
9665  ,5.274774208,1.356319602,4.4,B
24054 ,0.9122365488,1.046154911,4.4,B
36699 ,0.2173548693,0.7169615733,4.4,B
152126,1.815739761,-0.2976492263,4.4,B
223909,3.433543768,-0.8710270223,4.4,B
254393,4.94022637,-1.085380895,4.4,B
196352,1.560050698,-0.6158102408,4.4,B
164861,5.787674115,-0.242071301,4.4,B
148575,0.7161205185,-0.241880042,4.4,B
211716,5.234837729,-0.6156879223,4.4,B
166716,0.2557156064,-0.5123861017,4.4,B
95362 ,1.62289535,0.247989664,4.4,B
13298 ,1.283037348,1.157898016,4.4,B
171895,1.709793112,-0.408726925,4.4,B
196857,1.693707358,-0.5686300156,4.5,B
205497,3.765709668,-0.6896167242,4.5,B
113001,1.47997521,0.07193306638,4.5,B
174198,2.001990245,-0.4677795585,4.5,B
150239,1.366729231,-0.2258721245,4.5,B
52079 ,5.892612618,0.7526468661,4.5,B
198545,2.062300388,-0.6782869194,4.5,B
112914,1.460930759,0.1656236981,4.5,B
251602,3.096578285,-1.113319253,4.5,B
174058,1.986970378,-0.495140261,4.5,B
248201,0.1376438643,-1.098826863,4.5,B
150223,1.362657596,-0.2071537592,4.5,B
224673,3.691575644,-0.718719944,4.5,B
54033 ,0.1609243749,0.5885132428,4.5,B
214615,6.165249628,-0.6600580704,4.5,B
70505 ,5.442847379,0.6368858672,4.5,B
68010 ,5.034221731,0.6832269768,4.5,B
225248,3.890511836,-0.7605344938,4.5,B
250128,2.128996764,-1.197595918,4.5,B
127934,6.038301941,0.0666726925,4.6,B
132320,1.463398437,-0.0844442652,4.6,B
174199,2.00202297,-0.4678128652,4.6,B
132222,1.448320319,-0.1274351184,4.6,B
127520,5.869878905,0.02403929245,4.6,B
45865 ,4.201000601,0.8034935432,4.6,B
224919,3.779236769,-0.7892625648,4.6,B
133317,1.69656628,-0.122771841,4.6,B
87010 ,5.044948379,0.3733345567,4.6,B
51970 ,5.866557689,0.8635260336,4.6,B
236268,2.298211525,-0.9908182289,4.6,B
94290 ,1.328933253,0.2688511967,4.6,B
258593,2.817724049,-1.405692785,4.6,B
146620,6.099505766,-0.1602642283,4.6,B
65913 ,4.52618722,0.577706261,4.6,B
241781,3.807503686,-0.8806409746,4.6,B
75532 ,0.7131933832,0.4835810908,4.6,B
174558,2.042410252,-0.452688763,4.6,B
237959,2.709247109,-0.9781372483,4.6,B
132028,1.403953468,0.006676611609,4.6,B
141772,4.615721084,-0.1417006155,4.6,B
174175,1.999711063,-0.4427001468,4.6,B
198195,1.995645464,-0.6103152656,4.6,B
252284,3.502141171,-1.064446398,4.6,B
155713,2.640353873,-0.2280230489,4.7,B
206580,4.028027418,-0.6433021339,4.7,B
110889,0.7841551254,0.1554627791,4.7,B
188337,5.134354325,-0.4342996347,4.7,B
197824,1.912475798,-0.6411300231,4.7,B
255619,6.282821988,-1.144536503,4.7,B
133316,1.696531155,-0.122747261,4.7,B
112734,1.416976169,0.03222541994,4.7,B
38872 ,0.9135414734,0.8640932656,4.7,B
173264,1.894785505,-0.4599357095,4.7,B
51904 ,5.851329691,0.8122176684,4.7,B
172520,1.804444935,-0.3529791695,4.7,B
184221,4.242472606,-0.4874080161,4.7,B
159607,4.180890699,-0.2492220604,4.7,B
132301,1.461909234,-0.1047545647,4.7,B
164520,5.659580256,-0.3397449195,4.7,B
50180 ,5.468317041,0.7747050159,4.7,B
112775,1.426095951,0.05402913955,4.7,B
177840,2.536327304,-0.4117525018,4.7,B
77911 ,1.587900626,0.3514804165,4.7,B
204916,3.62952708,-0.5758607208,4.7,B
183896,4.160917224,-0.4420429818,4.7,B
250653,2.527888056,-1.07037596,4.7,B
145837,5.774044039,-0.03761902062,4.7,B
36620 ,0.1951519541,0.8427212725,4.7,B
239189,3.031464196,-0.9470872591,4.8,B
206889,4.113233956,-0.6058122191,4.8,B
131700,1.31527627,-0.1252083691,4.8,B
168925,1.019754576,-0.4295700348,4.8,B
255222,5.878850843,-1.133878892,4.8,B
123005,4.713537043,0.07624519319,4.8,B
138296,3.039847739,-0.1710815851,4.8,B
239687,3.176877393,-0.8842063914,4.8,B
240645,3.457019537,-1.045815153,4.8,B
225950,4.083575067,-0.7846752577,4.8,B
204944,3.635557193,-0.5572428573,4.8,B
77184 ,1.429576065,0.3828720053,4.8,B
226773,4.307405908,-0.8299922954,4.8,B
219501,2.135795185,-0.8263384486,4.8,B
198957,2.153267385,-0.6265701956,4.8,B
209303,4.665156444,-0.5533283747,4.8,B
240368,3.380059316,-1.032301845,4.8,B
236417,2.340151206,-0.9202000257,4.8,B
183854,4.149426049,-0.4494451656,4.8,B
210509,4.905783897,-0.622074082,4.8,B
88410 ,5.302593884,0.4466627714,4.8,B
219106,2.064123239,-0.8659107351,4.8,B
254273,4.849281335,-1.086960224,4.8,B
12704 ,0.8726176476,1.145849766,4.8,B
33665 ,5.681458249,0.8934290505,4.8,B
234359,1.615730337,-0.9593832976,4.8,B
69518 ,5.277120803,0.6429730423,4.8,B
130528,0.9189923548,-0.0885776412,4.8,B
203681,3.315579,-0.6979123711,4.8,B
202695,3.055256888,-0.6064083945,4.9,B
159918,4.306701813,-0.3221243663,4.9,B
19541 ,5.663247629,1.083534191,4.9,B
87159 ,5.079461102,0.5169894561,4.9,B
219848,2.192685937,-0.846316166,4.9,B
197632,1.87121876,-0.6921222413,4.9,B
58164 ,1.451799778,0.5618574594,4.9,B
35478 ,6.152428512,1.021872242,4.9,B
38849 ,0.9077954858,0.8563076911,4.9,B
227375,4.424390673,-0.7393580746,4.9,B
107854,5.853477391,0.2130213137,4.9,B
49712 ,5.367145831,0.8543674668,4.9,B
50099 ,5.449525154,0.8048452037,4.9,B
35947 ,6.278860672,0.973106967,4.9,B
134106,1.845301566,-0.07398882183,4.9,B
218567,1.896458112,-0.8425006338,4.9,B
208377,4.471634773,-0.5955571977,4.9,B
69773 ,5.313594548,0.6638014138,4.9,B
12969 ,1.035950577,1.100817314,4.9,B
94888 ,1.525195673,0.2208049489,4.9,B
37418 ,0.4388616587,0.7082022991,4.9,B
35147 ,6.050246466,1.037072024,4.9,B
240235,3.343950563,-0.9859209319,4.9,B
194467,0.969742966,-0.5574294136,4.9,B
39483 ,1.141236619,0.8115566249,4.9,B
196276,1.540752738,-0.5899446552,4.9,B
69101 ,5.217932979,0.6717196817,4.9,B
95365 ,1.623396551,0.2815303835,4.9,B
198253,2.004754774,-0.6686052386,4.9,B
225539,3.982948036,-0.7766820376,4.9,B
94759 ,1.489182913,0.2885727385,4.9,B
87813 ,5.197015717,0.3946177803,4.9,B
21637 ,0.1835431147,0.8816098263,4.9,B
104990,5.125077609,0.3451100132,4.9,B
90440 ,5.852621889,0.4944600674,4.9,B
50335 ,5.497028071,0.8293977684,4.9,B
194551,0.9974451955,-0.6566018821,4.9,B
77775 ,1.562045973,0.4529809603,4.9,B
256583,2.380798178,-1.231134262,4.9,B
152776,1.929577043,-0.3319007311,4.9,B
220561,2.31499483,-0.8120887079,4.9,B
68447 ,5.112819434,0.601318675,4.9,B
21489 ,0.1386381202,0.9515932629,4.9,B
87136 ,5.073880266,0.4583651071,4.9,B
184429,4.320594997,-0.4383415748,4.9,B
170238,1.376217132,-0.470247551,5,B
133290,1.692792369,-0.08311417887,5,B
239948,3.257338599,-0.8979855234,5,B
161964,4.951141441,-0.2723236262,5,B
223900,3.43078622,-0.8458472057,5,B
88945 ,5.404114668,0.4209047175,5,B
197790,1.906006226,-0.638666297,5,B
215697,0.4990195219,-0.7417133479,5,B
13973 ,1.793118258,1.179352331,5,B
143600,5.135155867,-0.122653401,5,B
132445,1.487211927,-0.01970365218,5,B
17107 ,4.310890603,1.200230056,5,B
133404,1.71754201,-0.02129674994,5,B
12038 ,0.5061416288,1.198782063,5,B
250069,2.095846853,-1.109460475,5,B
220928,2.40451124,-0.7830933107,5,B
207276,4.203632267,-0.6737432455,5,B
123879,4.908006283,0.03595242511,5,B
167882,0.6712719563,-0.4927508568,5,B
256894,3.139938809,-1.365229508,5,B
251717,3.160439519,-1.102448276,5,B
236205,2.279505741,-0.927013985,5,B
240161,3.324605043,-1.041712515,5,B
245834,4.967479032,-0.9239504473,5,B
169981,1.315219692,-0.3499711915,5,B
137608,2.750165481,0.01111794126,5,B
155388,2.532062665,-0.2501460668,5,B
56646 ,0.970297399,0.5928004017,5,B
182570,3.788122168,-0.5147257641,5,B
90075 ,5.729316705,0.4524784994,5,B
21729 ,0.2130799762,0.8895642613,5,B
77360 ,1.482384565,0.4519892254,5,B
151283,1.639508412,-0.2394309572,5,B
32085 ,5.206710803,1.003976896,5,B
93611 ,0.9960221704,0.1944891653,5,B
22859 ,0.5336424182,0.9509876821,5,B
151037,1.578826587,-0.1849696548,5,B
112697,1.408623169,0.06186135304,5,B
252224,3.469925229,-1.184984605,5,B
229092,4.850952779,-0.8013669564,5,B
85672 ,4.722794924,0.3636143817,5.1,B
194608,1.019489068,-0.6061972097,5.1,B
249368,1.526696874,-1.167646553,5.1,B
197837,1.913915113,-0.6412824486,5.1,B
251120,2.822427638,-1.12370115,5.1,B
251617,3.106046624,-1.13806104,5.1,B
208324,4.458782823,-0.5610100536,5.1,B
251096,2.810483332,-1.116330964,5.1,B
197427,1.825692428,-0.5953582787,5.1,B
13986 ,1.805124668,1.202326972,5.1,B
130698,0.9796022583,-0.02029977909,5.1,B
116043,2.058177702,0.03083764078,5.1,B
198969,2.155365489,-0.6339485266,5.1,B
132793,1.58922984,-0.1170952061,5.1,B
140614,4.077277192,-0.1602783364,5.1,B
183895,4.159706184,-0.3519820047,5.1,B
111680,1.110923958,0.1747272385,5.1,B
63338 ,3.428441152,0.6248092069,5.1,B
132944,1.622559374,-0.1143261928,5.1,B
198442,2.039490971,-0.6721478207,5.1,B
67834 ,5.006049426,0.6300678839,5.1,B
38714 ,0.8688568993,0.8743220585,5.1,B
124408,5.034017237,0.04003411998,5.1,B
251903,3.257283985,-1.101695748,5.1,B
226900,4.337501202,-0.7687361353,5.1,B
159683,4.212536427,-0.3456094682,5.1,B
227911,4.55625728,-0.7707820005,5.1,B
219197,2.082652454,-0.7698611454,5.1,B
206037,3.895790948,-0.659788417,5.1,B
147041,0.007957828724,-0.0528398431,5.1,B
98378 ,2.389997227,0.1861954092,5.1,B
64834 ,4.098810846,0.6394160128,5.1,B
104488,5.004629674,0.1932304436,5.1,B
40269 ,1.404148436,0.7296298033,5.1,B
21551 ,0.1576824985,0.9454185304,5.1,B
220978,2.419060886,-0.7544627842,5.1,B
69231 ,5.235638181,0.6465222663,5.1,B
196514,1.603640224,-0.6501850822,5.1,B
237736,2.656993042,-0.9042763688,5.1,B
133114,1.656811679,-0.1365361378,5.1,B
88212 ,5.26605098,0.4121498551,5.1,B
52526 ,6.008627853,0.8496980323,5.2,B
163592,5.355195635,-0.3178544183,5.2,B
76229 ,1.000014029,0.4212641099,5.2,B
131777,1.338499694,-0.08124274957,5.2,B
237107,2.505181686,-0.8945826647,5.2,B
241563,3.730421437,-0.9963369115,5.2,B
251078,2.802271485,-1.125149337,5.2,B
75886 ,0.878019078,0.3690847284,5.2,B
196149,1.50970384,-0.5638544069,5.2,B
220300,2.277428145,-0.7925683153,5.2,B
50359 ,5.50294481,0.8055725697,5.2,B
72627 ,5.940563285,0.702068,5.2,B
258538,2.504054203,-1.412695337,5.2,B
199119,2.187554451,-0.6367733419,5.2,B
236972,2.470955634,-0.9316425012,5.2,B
257142,3.762833874,-1.398163968,5.2,B
216850,1.181743892,-0.784589979,5.2,B
219996,2.222935329,-0.7806001563,5.2,B
136308,2.30977775,-0.06009255881,5.2,B
151919,1.775224997,-0.2517799374,5.2,B
31311 ,4.97519506,0.881974794,5.2,B
124903,5.145203,0.09421035199,5.2,B
220361,2.284964622,-0.8695727752,5.2,B
95166 ,1.585872844,0.3436663835,5.2,B
219502,2.136278714,-0.7700934197,5.2,B
150396,1.411546523,-0.2430753986,5.2,B
19313 ,5.582307767,1.132226017,5.2,B
137600,2.74661759,-0.04780670139,5.2,B
94864 ,1.517198574,0.242593009,5.2,B
197149,1.764844942,-0.5422812162,5.2,B
132321,1.463377347,-0.09452712925,5.2,B
220252,2.270328654,-0.7027423274,5.2,B
184382,4.300430045,-0.4092298223,5.2,B
152834,1.940231769,-0.2827633131,5.2,B
249461,1.608920281,-1.201542835,5.2,B
71358 ,5.617150793,0.647811289,5.2,B
235959,2.20545113,-0.9028236246,5.2,B
182134,3.658730438,-0.4358467721,5.2,B
229095,4.852159456,-0.7986151055,5.3,B
111928,1.209633454,0.017423428,5.3,B
197756,1.899575997,-0.5355794428,5.3,B
221523,2.574151353,-0.7981887603,5.3,B
132591,1.533125577,-0.1312146289,5.3,B
59319 ,1.740178931,0.6964298109,5.3,B
250940,2.71821032,-1.167654552,5.3,B
240407,3.390620813,-0.8935867119,5.3,B
94554 ,1.42753992,0.3134985128,5.3,B
77285 ,1.463682925,0.4195717707,5.3,B
196098,1.493352359,-0.6050668181,5.3,B
165854,6.21425091,-0.3189919366,5.3,B
222813,3.004515949,-0.7448049078,5.3,B
130878,1.053890453,-0.02704693109,5.3,B
132234,1.451628809,-0.02778670828,5.3,B
172588,1.814183873,-0.4004030135,5.3,B
86521 ,4.940477334,0.3739394587,5.3,B
219910,2.20725471,-0.735714118,5.3,B
236824,2.435157985,-0.891007891,5.3,B
38768 ,0.8867140174,0.8589356237,5.3,B
25001 ,1.335792615,1.029262015,5.3,B
150345,1.396194897,-0.2149468482,5.3,B
42759 ,2.416423403,0.7542932448,5.3,B
151962,1.784435826,-0.2643244914,5.3,B
